,id,y,longitude,latitude,z,nn0,nn1,nn2,nn3,nn4,nn5,nn6,nn7,nn8,nn9,nn10,nn11,nn12,nn13,nn14,nn15,nn16,nn17,nn18,nn19,nn20,nn21,nn22,nn23,nn24,nn25,nn26,nn27,nn28,nn29,lon_group,lat_group,s_id,lon_group1,lon_group2,lon_group3,lon_group4,lon_group5,lat_group1,lat_group2,lat_group3,lat_group4,lat_group5
10,10,0.426173225,52.5,2.5,1.304869654,0.18422073600000002,0.692910262,0.184476164,0.42601213299999996,-0.032067463,0.984284507,-0.031305729,-0.031603112,0.6929638229999999,-0.222056855,-0.222141045,0.183893748,0.426191085,-0.387768391,-0.222805874,1.302315869,-0.22241477699999998,0.984493666,-0.387220354,-0.38805473700000004,-0.031809704,0.18454937,-0.526926624,0.69283147,-0.5268270310000001,-0.387055656,-0.38704845600000004,1.645473236,-0.527460557,-0.22259972,3,1,1,2,2,1,0,2,1,2,2,2,2
11,11,0.692910262,57.5,2.5,2.286645393,0.984284507,0.42601213299999996,0.426173225,0.184476164,0.6929638229999999,0.18422073600000002,0.183893748,1.302315869,-0.032067463,-0.031603112,0.426191085,0.984493666,-0.222056855,0.69283147,1.645473236,-0.031305729,-0.031809704,1.302701628,-0.222141045,0.18454937,-0.222805874,0.425268339,-0.387220354,-0.387768391,0.9848299540000001,-0.22241477699999998,2.01434145,-0.22259972,1.6450379480000001,-0.031456185,3,1,1,2,2,1,0,2,1,2,2,2,2
12,12,0.984284507,62.5,2.5,-1.388860701,0.6929638229999999,0.692910262,1.302315869,0.42601213299999996,0.984493666,0.426173225,1.645473236,0.426191085,0.184476164,1.302701628,0.69283147,0.183893748,-0.031603112,0.9848299540000001,2.01434145,0.18422073600000002,0.18454937,0.425268339,1.6450379480000001,-0.031809704,-0.032067463,0.6922641959999999,1.30259452,-0.222056855,-0.222805874,-0.031456185,2.4078094969999997,-0.031305729,2.0136804980000003,-0.22259972,4,1,1,2,2,0,1,2,1,2,2,2,2
13,13,1.302315869,67.5,2.5,-0.278788767,0.984493666,1.645473236,0.984284507,0.6929638229999999,1.302701628,0.69283147,0.692910262,2.01434145,0.42601213299999996,0.426191085,1.6450379480000001,0.9848299540000001,0.183893748,1.30259452,0.425268339,2.4078094969999997,0.426173225,0.184476164,0.18454937,2.0136804980000003,0.6922641959999999,-0.031809704,0.985063362,-0.031603112,1.6458601169999998,0.184752682,0.18422073600000002,2.827041195,-0.031456185,0.425227378,4,1,1,2,2,0,1,2,1,2,2,2,2
14,14,1.645473236,72.5,2.5,-0.13332133599999998,1.302701628,1.302315869,2.01434145,1.6450379480000001,0.984493666,0.984284507,0.9848299540000001,2.4078094969999997,2.0136804980000003,0.69283147,0.6929638229999999,1.30259452,1.6458601169999998,0.426191085,2.827041195,0.692910262,0.6922641959999999,0.985063362,0.425268339,2.407569877,0.42601213299999996,1.3028089040000002,0.18454937,2.0140851619999998,0.183893748,0.426173225,0.425227378,3.2716902310000004,0.184752682,0.692141296,4,1,1,2,2,2,1,0,1,2,2,2,2
15,15,2.01434145,77.5,2.5,0.635950398,2.4078094969999997,1.645473236,1.6450379480000001,1.302701628,2.0136804980000003,2.827041195,1.30259452,1.302315869,1.6458601169999998,0.9848299540000001,2.407569877,0.984493666,0.69283147,2.0140851619999998,0.985063362,0.984284507,3.2716902310000004,0.6929638229999999,1.3028089040000002,0.6922641959999999,2.826940258,2.407876835,1.64576816,0.426191085,0.425268339,3.742664092,0.692910262,0.692141296,3.2720364639999997,0.984324326,4,1,1,2,2,2,1,0,1,2,2,2,2
16,16,2.4078094969999997,82.5,2.5,-0.284252921,2.827041195,2.0136804980000003,2.01434145,2.407569877,1.6450379480000001,1.645473236,1.6458601169999998,3.2716902310000004,1.30259452,2.0140851619999998,1.302701628,2.826940258,0.9848299540000001,2.407876835,1.3028089040000002,3.742664092,1.302315869,0.985063362,1.64576816,3.2720364639999997,0.984493666,0.69283147,2.827421067,0.6922641959999999,2.013645953,0.984284507,0.984324326,1.301950628,0.692141296,0.6929638229999999,5,1,1,2,2,2,0,1,1,2,2,2,2
17,17,2.827041195,87.5,2.5,-2.656455421,2.407569877,3.2716902310000004,2.4078094969999997,2.0136804980000003,2.826940258,3.742664092,2.0140851619999998,2.01434145,3.2720364639999997,1.6450379480000001,2.407876835,1.6458601169999998,1.30259452,2.827421067,1.645473236,1.64576816,1.302701628,1.3028089040000002,2.013645953,0.985063362,0.9848299540000001,2.40749911,1.302315869,1.301950628,1.6455814080000002,0.984493666,0.984324326,0.6922641959999999,2.01434846,0.692141296,5,1,1,2,2,2,0,1,1,2,2,2,2
18,18,3.2716902310000004,92.5,2.5,-2.440466929,3.742664092,2.826940258,2.827041195,2.407569877,3.2720364639999997,2.407876835,2.4078094969999997,2.827421067,2.0140851619999998,2.0136804980000003,1.6458601169999998,2.013645953,2.01434145,2.40749911,1.64576816,1.6450379480000001,1.3028089040000002,1.30259452,1.6455814080000002,1.645473236,2.01434846,1.301950628,1.302701628,0.985063362,0.9848299540000001,0.984324326,0.6922641959999999,0.692141296,1.301958494,1.302315869,5,1,1,2,2,2,2,1,1,2,2,2,2
19,19,3.742664092,97.5,2.5,1.3201133459999999,3.2720364639999997,3.2716902310000004,2.826940258,2.827041195,2.827421067,2.407876835,2.407569877,2.0140851619999998,2.40749911,2.4078094969999997,2.0136804980000003,2.013645953,1.64576816,1.6458601169999998,2.01434145,2.01434846,1.6455814080000002,1.6450379480000001,1.3028089040000002,1.301950628,1.30259452,1.645473236,0.984324326,0.985063362,1.645610344,1.301958494,1.302701628,0.985000749,0.9848299540000001,0.692141296,5,1,1,2,2,2,2,1,1,2,2,2,2
20,20,-0.832449153,2.5,7.5,-0.306638594,-0.844504422,-0.845499635,-0.794071201,-0.8325677359999999,-0.832475282,-0.8323826790000001,-0.730823384,-0.7939946259999999,-0.844653098,-0.794081555,-0.8320164059999999,-0.793698782,-0.641185501,-0.730340274,-0.7305112490000001,-0.83263343,-0.844501725,-0.7941302720000001,-0.730159131,-0.526857323,-0.641253362,-0.64149299,-0.794673052,-0.8323570259999999,-0.8326336529999999,-0.731069472,-0.8454752609999999,-0.641905019,-0.388062599,-0.793686362,1,1,1,1,2,2,2,2,1,2,2,2,2
21,21,-0.845499635,7.5,7.5,-1.781308434,-0.832475282,-0.832449153,-0.8323826790000001,-0.8325677359999999,-0.844504422,-0.7939946259999999,-0.844653098,-0.794071201,-0.793698782,-0.794081555,-0.730823384,-0.8320164059999999,-0.730340274,-0.83263343,-0.844501725,-0.7305112490000001,-0.730159131,-0.641185501,-0.794673052,-0.64149299,-0.7941302720000001,-0.8323570259999999,-0.8326336529999999,-0.641253362,-0.641905019,-0.731069472,-0.73042771,-0.526857323,-0.527385071,-0.8454752609999999,1,1,1,1,2,2,2,2,1,2,2,2,2
22,22,-0.8323826790000001,12.5,7.5,-0.17191735600000002,-0.7939946259999999,-0.844653098,-0.793698782,-0.845499635,-0.730340274,-0.8325677359999999,-0.83263343,-0.832475282,-0.730159131,-0.832449153,-0.8320164059999999,-0.64149299,-0.844504422,-0.794071201,-0.794081555,-0.844501725,-0.794673052,-0.8326336529999999,-0.730823384,-0.641905019,-0.7941302720000001,-0.7305112490000001,-0.73042771,-0.8323570259999999,-0.527385071,-0.8454752609999999,-0.641185501,-0.793685069,-0.731069472,-0.527460557,1,1,1,1,0,2,2,2,1,2,2,2,2
23,23,-0.793698782,17.5,7.5,1.2146746990000001,-0.83263343,-0.730340274,-0.8323826790000001,-0.730159131,-0.7939946259999999,-0.794673052,-0.64149299,-0.844653098,-0.845499635,-0.844501725,-0.641905019,-0.73042771,-0.8326336529999999,-0.832475282,-0.8320164059999999,-0.527385071,-0.8325677359999999,-0.793685069,-0.794081555,-0.832449153,-0.8323570259999999,-0.527460557,-0.642061542,-0.7941302720000001,-0.794071201,-0.38704845600000004,-0.8454752609999999,-0.844504422,-0.7305112490000001,-0.8320037220000001,1,1,1,1,0,2,2,2,1,2,2,2,2
24,24,-0.730159131,22.5,7.5,1.8951934609999999,-0.641905019,-0.64149299,-0.793698782,-0.794673052,-0.527385071,-0.730340274,-0.73042771,-0.83263343,-0.8323826790000001,-0.527460557,-0.8326336529999999,-0.7939946259999999,-0.642061542,-0.793685069,-0.38704845600000004,-0.844653098,-0.844501725,-0.730473383,-0.8320164059999999,-0.845499635,-0.38805473700000004,-0.8454752609999999,-0.5268270310000001,-0.8325677359999999,-0.22241477699999998,-0.8323570259999999,-0.8320037220000001,-0.832475282,-0.794081555,-0.7941302720000001,2,1,1,0,1,2,2,2,1,2,2,2,2
25,25,-0.641905019,27.5,7.5,-0.43046913200000003,-0.527460557,-0.73042771,-0.730159131,-0.527385071,-0.794673052,-0.38704845600000004,-0.64149299,-0.642061542,-0.38805473700000004,-0.793698782,-0.793685069,-0.22241477699999998,-0.8326336529999999,-0.5268270310000001,-0.730340274,-0.83263343,-0.730473383,-0.641254965,-0.844501725,-0.222141045,-0.8320037220000001,-0.8323826790000001,-0.794284667,-0.844653098,-0.387768391,-0.031305729,-0.7939946259999999,-0.8454752609999999,-0.73073327,-0.526926624,2,1,1,0,1,2,2,2,1,2,2,2,2
26,26,-0.527460557,32.5,7.5,-0.257269383,-0.38805473700000004,-0.38704845600000004,-0.641905019,-0.642061542,-0.527385071,-0.5268270310000001,-0.73042771,-0.22241477699999998,-0.730159131,-0.222141045,-0.730473383,-0.793685069,-0.64149299,-0.387768391,-0.641254965,-0.794673052,-0.031305729,-0.526926624,-0.8326336529999999,-0.032067463,-0.793698782,-0.794284667,-0.73073327,-0.730340274,-0.83263343,0.18422073600000002,-0.222056855,-0.8320037220000001,-0.387220354,-0.64128446,2,1,1,2,1,0,2,2,1,2,2,2,2
27,27,-0.38805473700000004,37.5,7.5,-1.763163085,-0.222141045,-0.22241477699999998,-0.527460557,-0.5268270310000001,-0.387768391,-0.031305729,-0.642061542,-0.38704845600000004,-0.641254965,-0.032067463,-0.641905019,-0.73042771,0.18422073600000002,-0.526926624,-0.222056855,-0.527385071,-0.730473383,-0.793685069,-0.387220354,-0.730159131,-0.73073327,0.184476164,0.426173225,-0.031603112,-0.794673052,-0.64128446,-0.794284667,-0.64149299,-0.526958995,-0.8320037220000001,2,1,1,2,1,0,2,2,1,2,2,2,2
28,28,-0.222141045,42.5,7.5,0.460097355,-0.38805473700000004,-0.032067463,-0.387768391,-0.031305729,-0.22241477699999998,-0.5268270310000001,-0.222056855,0.18422073600000002,0.184476164,-0.526926624,-0.527460557,-0.641254965,-0.031603112,0.426173225,-0.38704845600000004,-0.387220354,-0.642061542,-0.730473383,-0.222805874,-0.64128446,0.42601213299999996,-0.641905019,0.183893748,0.692910262,-0.526958995,-0.527385071,-0.73073327,-0.73042771,-0.387055656,-0.794284667,3,1,1,2,0,1,2,2,1,2,2,2,2
29,29,-0.032067463,47.5,7.5,-0.639994876,-0.222056855,0.184476164,-0.222141045,0.18422073600000002,-0.031603112,0.426173225,-0.031305729,-0.387768391,0.42601213299999996,-0.38805473700000004,-0.387220354,-0.22241477699999998,-0.526926624,-0.222805874,0.183893748,-0.5268270310000001,0.692910262,-0.031809704,-0.641254965,-0.527460557,0.6929638229999999,-0.526958995,-0.642061542,-0.387055656,-0.64128446,0.984284507,-0.38704845600000004,0.426191085,-0.730473383,-0.73073327,3,1,1,2,0,1,2,2,1,2,2,2,2
30,30,0.184476164,52.5,7.5,0.455450123,-0.032067463,0.426173225,-0.031603112,0.42601213299999996,0.692910262,0.183893748,0.18422073600000002,-0.222056855,-0.222805874,-0.222141045,0.6929638229999999,0.984284507,-0.387220354,-0.387768391,-0.031809704,0.426191085,-0.031305729,0.18454937,-0.526926624,-0.387055656,0.984493666,-0.38805473700000004,0.69283147,1.302315869,-0.22259972,-0.5268270310000001,-0.22241477699999998,-0.526958995,-0.031456185,0.425268339,3,1,1,2,2,1,0,2,1,2,2,2,2
31,31,0.42601213299999996,57.5,7.5,0.7048373370000001,0.184476164,0.6929638229999999,0.692910262,0.183893748,0.984284507,-0.031603112,0.426173225,0.426191085,-0.032067463,-0.031809704,0.984493666,-0.222805874,1.302315869,0.18454937,-0.222056855,0.69283147,0.18422073600000002,-0.387220354,0.425268339,-0.22259972,-0.222141045,1.302701628,0.9848299540000001,1.645473236,-0.031456185,-0.387055656,-0.387768391,-0.031305729,-0.526926624,0.184752682,3,1,1,2,2,1,0,2,1,2,2,2,2
32,32,0.6929638229999999,62.5,7.5,1.035103522,0.984284507,0.42601213299999996,0.426191085,0.984493666,1.302315869,0.183893748,0.69283147,0.692910262,0.184476164,1.302701628,0.18454937,0.425268339,-0.031603112,0.9848299540000001,-0.031809704,1.645473236,0.426173225,0.6922641959999999,-0.222805874,-0.032067463,-0.031456185,1.6450379480000001,2.01434145,-0.222056855,1.30259452,-0.22259972,0.184752682,0.18422073600000002,0.425227378,-0.387055656,4,1,1,2,2,0,1,2,1,2,2,2,2
33,33,0.984493666,67.5,7.5,-0.608926375,0.6929638229999999,1.302701628,0.69283147,1.302315869,0.984284507,1.645473236,0.9848299540000001,0.426191085,1.6450379480000001,0.425268339,0.42601213299999996,2.01434145,0.183893748,0.6922641959999999,1.30259452,0.18454937,0.692910262,0.985063362,-0.031809704,0.184476164,0.184752682,2.0136804980000003,0.426173225,0.425227378,1.6458601169999998,-0.031456185,-0.031603112,2.4078094969999997,0.692141296,-0.22259972,4,1,1,2,2,0,1,2,1,2,2,2,2
34,34,1.302701628,72.5,7.5,0.504955123,0.9848299540000001,1.645473236,0.984493666,1.6450379480000001,0.69283147,1.302315869,2.01434145,1.30259452,2.0136804980000003,0.6922641959999999,0.6929638229999999,1.6458601169999998,0.426191085,0.984284507,2.4078094969999997,0.985063362,0.425268339,0.18454937,1.3028089040000002,0.42601213299999996,2.407569877,0.425227378,0.692910262,0.184752682,0.692141296,2.0140851619999998,2.827041195,0.183893748,0.984324326,-0.031456185,4,1,1,2,2,2,1,0,1,2,2,2,2
35,35,1.6450379480000001,77.5,7.5,-1.717008679,1.30259452,1.302701628,2.0136804980000003,2.01434145,1.645473236,1.6458601169999998,2.4078094969999997,0.9848299540000001,2.407569877,0.985063362,0.984493666,2.827041195,2.0140851619999998,0.6922641959999999,1.302315869,1.3028089040000002,0.69283147,1.64576816,0.425268339,2.826940258,0.692141296,0.6929638229999999,0.426191085,3.2716902310000004,0.984284507,0.425227378,0.984324326,2.407876835,1.301950628,0.18454937,4,1,1,2,2,2,1,0,1,2,2,2,2
36,36,2.0136804980000003,82.5,7.5,-0.784459008,2.407569877,2.4078094969999997,1.6450379480000001,1.6458601169999998,1.30259452,2.827041195,2.0140851619999998,2.01434145,1.302701628,2.826940258,1.3028089040000002,2.407876835,1.645473236,3.2716902310000004,0.985063362,1.64576816,0.9848299540000001,0.6922641959999999,2.013645953,0.984324326,3.2720364639999997,0.984493666,3.742664092,2.827421067,1.301950628,1.302315869,0.69283147,0.692141296,0.425268339,2.40749911,5,1,1,2,2,2,0,1,1,2,2,2,2
37,37,2.407569877,87.5,7.5,-0.850907594,2.827041195,2.826940258,2.0136804980000003,2.0140851619999998,2.407876835,3.2716902310000004,1.6458601169999998,2.4078094969999997,1.6450379480000001,3.2720364639999997,1.64576816,1.30259452,3.742664092,2.827421067,2.01434145,1.3028089040000002,2.013645953,2.40749911,0.985063362,1.301950628,1.302701628,1.645473236,0.9848299540000001,1.6455814080000002,0.984324326,0.6922641959999999,2.01434846,0.692141296,0.984493666,0.985000749,5,1,1,2,2,2,0,1,1,2,2,2,2
38,38,2.826940258,92.5,7.5,-2.41420765,3.2720364639999997,2.407569877,2.407876835,3.2716902310000004,2.827041195,2.827421067,3.742664092,2.0140851619999998,2.0136804980000003,2.013645953,2.4078094969999997,1.64576816,1.6458601169999998,2.40749911,1.3028089040000002,1.6455814080000002,1.6450379480000001,1.301950628,2.01434846,2.01434145,1.30259452,0.985063362,0.984324326,1.301958494,1.302701628,0.985000749,0.9848299540000001,1.645610344,1.645473236,0.692141296,5,1,1,2,2,2,2,1,1,2,2,2,2
39,39,3.2720364639999997,97.5,7.5,0.036122607,2.826940258,2.827421067,3.742664092,3.2716902310000004,2.407876835,2.40749911,2.407569877,2.827041195,2.013645953,2.0140851619999998,1.64576816,2.0136804980000003,2.01434846,2.4078094969999997,1.6455814080000002,1.6458601169999998,1.3028089040000002,1.301950628,1.6450379480000001,1.645610344,2.01434145,1.30259452,1.301958494,0.984324326,0.985063362,0.985000749,1.302429085,0.692277448,1.302701628,0.692141296,5,1,1,2,2,2,2,1,1,2,2,2,2
40,40,-0.794071201,2.5,12.5,0.20599859999999998,-0.832475282,-0.730823384,-0.832449153,-0.794081555,-0.845499635,-0.844504422,-0.844653098,-0.641185501,-0.8323826790000001,-0.7305112490000001,-0.8325677359999999,-0.8320164059999999,-0.7939946259999999,-0.7941302720000001,-0.526857323,-0.83263343,-0.641253362,-0.844501725,-0.793698782,-0.8323570259999999,-0.731069472,-0.730340274,-0.388062599,-0.794673052,-0.8326336529999999,-0.5278369479999999,-0.730159131,-0.793686362,-0.64149299,-0.8454752609999999,1,1,1,1,2,2,2,2,1,0,2,2,2
41,41,-0.832475282,7.5,12.5,-0.361057299,-0.794081555,-0.845499635,-0.794071201,-0.844653098,-0.8323826790000001,-0.832449153,-0.730823384,-0.8320164059999999,-0.7305112490000001,-0.83263343,-0.8325677359999999,-0.844504422,-0.793698782,-0.641185501,-0.7939946259999999,-0.844501725,-0.7941302720000001,-0.8323570259999999,-0.730340274,-0.641253362,-0.794673052,-0.8326336529999999,-0.526857323,-0.730159131,-0.731069472,-0.793686362,-0.64149299,-0.8454752609999999,-0.73042771,-0.5278369479999999,1,1,1,1,2,2,2,2,1,0,2,2,2
42,42,-0.844653098,12.5,12.5,0.7581632359999999,-0.8320164059999999,-0.83263343,-0.832475282,-0.8323826790000001,-0.845499635,-0.844501725,-0.794081555,-0.793698782,-0.7939946259999999,-0.794673052,-0.794071201,-0.7941302720000001,-0.730823384,-0.7305112490000001,-0.8323570259999999,-0.832449153,-0.730159131,-0.730340274,-0.8326336529999999,-0.8325677359999999,-0.64149299,-0.641185501,-0.844504422,-0.8454752609999999,-0.73042771,-0.731069472,-0.641905019,-0.793686362,-0.641253362,-0.793685069,1,1,1,1,0,2,2,2,1,0,2,2,2
43,43,-0.83263343,17.5,12.5,-0.726704827,-0.844653098,-0.793698782,-0.794673052,-0.844501725,-0.8323826790000001,-0.8320164059999999,-0.8326336529999999,-0.730159131,-0.730340274,-0.832475282,-0.73042771,-0.8323570259999999,-0.7939946259999999,-0.794081555,-0.8454752609999999,-0.793685069,-0.64149299,-0.845499635,-0.7941302720000001,-0.641905019,-0.8320037220000001,-0.8325677359999999,-0.527385071,-0.7305112490000001,-0.793686362,-0.794071201,-0.642061542,-0.730823384,-0.731069472,-0.832610071,1,1,1,1,0,2,2,2,1,0,2,2,2
44,44,-0.794673052,22.5,12.5,-1.3682810440000002,-0.8326336529999999,-0.73042771,-0.83263343,-0.730159131,-0.793698782,-0.793685069,-0.641905019,-0.844501725,-0.844653098,-0.8454752609999999,-0.64149299,-0.642061542,-0.730473383,-0.8323570259999999,-0.730340274,-0.527460557,-0.8323826790000001,-0.8320164059999999,-0.8320037220000001,-0.527385071,-0.7941302720000001,-0.7939946259999999,-0.794284667,-0.38704845600000004,-0.832610071,-0.5268270310000001,-0.832475282,-0.845499635,-0.794081555,-0.793686362,2,1,1,0,1,2,2,2,1,0,2,2,2
45,45,-0.73042771,27.5,12.5,0.432818026,-0.794673052,-0.793685069,-0.642061542,-0.641905019,-0.527460557,-0.730159131,-0.730473383,-0.8326336529999999,-0.5268270310000001,-0.527385071,-0.83263343,-0.8320037220000001,-0.844501725,-0.641254965,-0.64149299,-0.8454752609999999,-0.38704845600000004,-0.793698782,-0.38805473700000004,-0.794284667,-0.73073327,-0.8323570259999999,-0.730340274,-0.22241477699999998,-0.844949051,-0.844653098,-0.387768391,-0.832504028,-0.8320164059999999,-0.526926624,2,1,1,0,1,2,2,2,1,0,2,2,2
46,46,-0.642061542,32.5,12.5,-0.8113931759999999,-0.5268270310000001,-0.730473383,-0.527460557,-0.73042771,-0.641254965,-0.793685069,-0.38805473700000004,-0.641905019,-0.387768391,-0.794673052,-0.38704845600000004,-0.794284667,-0.527385071,-0.222141045,-0.73073327,-0.526926624,-0.8326336529999999,-0.8320037220000001,-0.730159131,-0.22241477699999998,-0.64128446,-0.8454752609999999,-0.64149299,-0.031305729,-0.83263343,-0.832504028,-0.222056855,-0.7942371979999999,-0.844949051,-0.793698782,2,1,1,2,1,0,2,2,1,0,2,2,2
47,47,-0.5268270310000001,37.5,12.5,1.4441012619999998,-0.38805473700000004,-0.642061542,-0.641254965,-0.387768391,-0.222141045,-0.526926624,-0.730473383,-0.527460557,-0.22241477699999998,-0.73073327,-0.73042771,-0.222056855,-0.64128446,-0.032067463,-0.794284667,-0.793685069,-0.031305729,-0.387220354,-0.641905019,-0.38704845600000004,0.18422073600000002,-0.8320037220000001,-0.527385071,-0.526958995,-0.031603112,-0.7942371979999999,-0.794673052,-0.832504028,-0.730545805,-0.730159131,2,1,1,2,1,0,2,2,1,0,2,2,2
48,48,-0.387768391,42.5,12.5,-0.431446203,-0.5268270310000001,-0.526926624,-0.222141045,-0.222056855,-0.641254965,-0.38805473700000004,-0.032067463,-0.387220354,-0.642061542,-0.031603112,-0.64128446,-0.031305729,-0.526958995,-0.73073327,-0.22241477699999998,-0.222805874,-0.527460557,-0.730473383,0.184476164,0.18422073600000002,0.426173225,-0.794284667,-0.387055656,-0.38704845600000004,-0.730545805,0.183893748,-0.73042771,-0.793685069,-0.7942371979999999,-0.641905019,3,1,1,2,0,1,2,2,1,0,2,2,2
