,longitude,latitude,id,y,z,synth
31,56.0,1.75,31.0,-0.10174165661737665,-1.455702149503336,1.0
32,57.75,1.75,32.0,-0.0859805220377943,-2.18883459914707,0.0
33,59.5,1.75,33.0,-0.08563528355063035,-0.9877080244302581,1.0
34,61.25,1.75,34.0,-0.0852900450634664,0.213418550286554,0.0
35,63.0,1.75,35.0,-0.1016660294433152,-0.209252192984139,1.0
36,64.75,1.75,36.0,-0.118042013823164,-0.631922936254832,0.0
37,66.5,1.75,37.0,-0.0883592667086733,0.44428412878866397,1.0
38,68.25,1.75,38.0,-0.0586765195941826,1.52049119383216,0.0
39,70.0,1.75,39.0,-0.0967549099102743,1.1582235716236209,1.0
40,71.75,1.75,40.0,-0.134833300226366,0.7959559494150821,0.0
41,73.5,1.75,41.0,-0.0937209336740687,-0.32878680785885894,1.0
42,75.25,1.75,42.0,-0.0526085671217714,-1.4535295651328,0.0
43,77.0,1.75,43.0,-0.0912589806415777,-0.6775670720634805,1.0
44,78.75,1.75,44.0,-0.129909394161384,0.0983954210058388,0.0
45,80.5,1.75,45.0,-0.09648478753028145,-0.24768778161365754,1.0
46,82.25,1.75,46.0,-0.0630601808991789,-0.5937709842331539,0.0
47,84.0,1.75,47.0,-0.08850404055619646,0.14725509220068056,1.0
48,85.75,1.75,48.0,-0.113947900213214,0.888281168634515,0.0
49,87.5,1.75,49.0,-0.10134237178518676,0.47067579206659077,1.0
50,89.25,1.75,50.0,-0.0887368433571595,0.0530704154986665,0.0
51,91.0,1.75,51.0,-0.08739292319021695,-0.25197660517299475,1.0
52,92.75,1.75,52.0,-0.0860490030232744,-0.557023625844656,0.0
53,94.5,1.75,53.0,-0.1007920485765132,-0.05931329483596803,1.0
54,96.25,1.75,54.0,-0.11553509412975199,0.43839703617271997,0.0
55,98.0,1.75,55.0,-0.08741672952796885,0.29550259740756946,1.0
56,99.75,1.75,56.0,-0.0592983649261857,0.152608158642419,0.0
57,1.75,3.5,57.0,-0.0664550864969088,0.4677051381253066,1.0
58,3.5,3.5,58.0,-0.08730371807600867,0.503573235016959,1.0
59,5.25,3.5,59.0,-0.10682826560905645,0.2960240197524662,1.0
60,7.0,3.5,60.0,-0.09334877621334826,0.09430859018261101,1.0
61,8.75,3.5,61.0,-0.07627517450754093,-0.14684116242924125,1.0
62,10.5,3.5,62.0,-0.0897428676817814,-0.16503053665750192,1.0
63,12.25,3.5,63.0,-0.11028276854076464,-0.15982361402112055,1.0
64,14.0,3.5,64.0,-0.10008601920126177,-0.4950801222960249,1.0
65,15.75,3.5,65.0,-0.08282098098389507,-0.7345128748874763,1.0
66,17.5,3.5,66.0,-0.0872335448798703,-0.7811030164559208,1.0
67,19.25,3.5,67.0,-0.0991320526805874,-0.6219002611853711,1.0
68,21.0,3.5,68.0,-0.09692970396689331,-0.21230463883563014,1.0
69,22.75,3.5,69.0,-0.09201865218162376,0.10031454400606502,1.0
70,24.5,3.5,70.0,-0.08740142809404217,-0.016849724540486277,1.0
71,26.25,3.5,71.0,-0.08703319985842788,-0.00800181207175683,1.0
72,28.0,3.5,72.0,-0.0945121304871487,0.14484607660171558,1.0
73,29.75,3.5,73.0,-0.10311339592392905,0.4443290123497353,1.0
74,31.5,3.5,74.0,-0.08929599504973008,-0.27264204972176564,1.0
75,33.25,3.5,75.0,-0.07462468850413514,-0.977079330020287,1.0
76,35.0,3.5,76.0,-0.08878144828516939,-0.7723634806740209,1.0
77,36.75,3.5,77.0,-0.10883067419987673,-0.36911933308549877,1.0
78,38.5,3.5,78.0,-0.09558883621128306,0.15165148897062988,1.0
79,40.25,3.5,79.0,-0.07519976741882169,-0.059222332032848435,1.0
80,42.0,3.5,80.0,-0.08676593216357988,-0.22145080313871435,1.0
81,43.75,3.5,81.0,-0.10597623247576071,-0.7488487694069857,1.0
82,45.5,3.5,82.0,-0.0960802629292156,-0.4342572583926018,1.0
83,47.25,3.5,83.0,-0.08109931496264887,-0.3452480913002791,1.0
84,49.0,3.5,84.0,-0.08497120323306857,-0.34584261053990506,1.0
85,50.75,3.5,85.0,-0.0973041561849214,-0.7008831101215103,1.0
86,52.5,3.5,86.0,-0.09727612553525901,-0.4779052374316623,1.0
87,54.25,3.5,87.0,-0.09456847280249714,-0.4910972182686539,1.0
88,56.0,3.5,88.0,-0.08860408594448582,-0.748760575073335,1.0
89,57.75,3.5,89.0,-0.08540838493887763,-1.193203371357447,1.0
90,59.5,3.5,90.0,-0.0941524642456738,-0.7367302384593045,1.0
91,61.25,3.5,91.0,-0.10485279912845176,-0.27986287661230375,1.0
92,63.0,3.5,92.0,-0.09300430990315707,-0.14767632495066665,1.0
93,64.75,3.5,93.0,-0.07834528369993635,-0.16879266841317633,1.0
94,66.5,3.5,94.0,-0.09133142999659621,0.09768676966580643,1.0
95,68.25,3.5,95.0,-0.10980656474839508,0.5884285161234365,1.0
96,70.0,3.5,96.0,-0.09733771120370294,0.721778551005127,1.0
97,71.75,3.5,97.0,-0.07853822604503252,0.5786572845029007,1.0
98,73.5,3.5,98.0,-0.08921700959961006,-0.19423485573150234,1.0
99,75.25,3.5,99.0,-0.10647244927133977,-0.7915878908863023,1.0
100,77.0,3.5,100.0,-0.09663078492985083,-0.7298374542940125,1.0
101,78.75,3.5,101.0,-0.08165250206529101,-0.3615222704015544,1.0
102,80.5,3.5,102.0,-0.08485332120535406,-0.19741545109451283,1.0
103,82.25,3.5,103.0,-0.09538736594072779,-0.14412235020454672,1.0
104,84.0,3.5,104.0,-0.09612412659284068,0.010863803561315999,1.0
105,85.75,3.5,105.0,-0.09434584231650736,0.22272167554311867,1.0
106,87.5,3.5,106.0,-0.08808599717591459,0.2226568356385182,1.0
107,89.25,3.5,107.0,-0.08477807769135977,0.11981717577330153,1.0
108,91.0,3.5,108.0,-0.0925815116614531,-0.1417223309406608,1.0
109,92.75,3.5,109.0,-0.10340309124196893,-0.2657833287056577,1.0
110,94.5,3.5,110.0,-0.08874251689855976,0.14262332265597652,1.0
111,96.25,3.5,111.0,-0.07379245675885136,0.48711071945674556,1.0
112,98.0,3.5,112.0,-0.08863627841756765,0.6176918415085835,1.0
113,99.75,3.5,113.0,-0.1136626258432268,0.4449977997617972,1.0
114,1.75,5.25,114.0,0.0016332404445684801,-0.164617581749564,0.0
115,3.5,5.25,115.0,-0.08987153896354709,0.6245150865242275,1.0
116,5.25,5.25,116.0,-0.19040386508033,2.01989062147597,0.0
117,7.0,5.25,117.0,-0.08636125256435803,0.346799236532909,1.0
118,8.75,5.25,118.0,0.0350498185884855,-0.529385886317261,0.0
119,10.5,5.25,119.0,-0.0920377681896029,-0.29437363448183335,1.0
120,12.25,5.25,120.0,-0.218937848806413,-0.47078697298404204,0.0
121,14.0,5.25,121.0,-0.09941586852947672,-0.6812281016412368,1.0
122,15.75,5.25,122.0,0.0150482748849509,-1.54593692401752,0.0
123,17.5,5.25,123.0,-0.08360701974597898,-0.7447959599682931,1.0
124,19.25,5.25,124.0,-0.163896795070493,-0.0405267232951771,0.0
125,21.0,5.25,125.0,-0.10060123459342896,0.023187845232112526,1.0
126,22.75,5.25,126.0,-0.0510289690675473,0.890356305470676,0.0
127,24.5,5.25,127.0,-0.07813261171573611,-0.22111370761294236,1.0
128,26.25,5.25,128.0,-0.0731808093770395,-2.07138785092921,0.0
129,28.0,5.25,129.0,-0.10095684379693284,-0.3480559388245069,1.0
130,29.75,5.25,130.0,-0.14694468333811903,-0.25006512007301895,0.0
131,31.5,5.25,131.0,-0.0802902740682411,-0.44742158282373123,1.0
132,33.25,5.25,132.0,0.0125273924747078,-1.18165042665332,0.0
133,35.0,5.25,133.0,-0.0943602038738873,-0.37165506108324337,1.0
134,36.75,5.25,134.0,-0.21209160085496304,1.4419372650169098,0.0
135,38.5,5.25,135.0,-0.09153211806012665,0.5046285255496106,1.0
136,40.25,5.25,136.0,0.0340502883843113,1.3578955388788603,0.0
137,42.0,5.25,137.0,-0.0890519678913924,0.13257529632819237,1.0
138,43.75,5.25,138.0,-0.211368195783111,0.33450284734065006,0.0
139,45.5,5.25,139.0,-0.09480237752440235,0.04709736172820271,1.0
140,47.25,5.25,140.0,0.0205121185287245,1.42933808040023,0.0
141,49.0,5.25,141.0,-0.07875023476524948,-0.1659907164880297,1.0
142,50.75,5.25,142.0,-0.150888617974333,-0.8673178508786841,0.0
143,52.5,5.25,143.0,-0.10135761379303945,-0.31731033834572486,1.0
144,54.25,5.25,144.0,-0.0667506964681867,0.950651724971886,0.0
145,56.0,5.25,145.0,-0.08008240333962968,-0.41348418967215694,1.0
146,57.75,5.25,146.0,-0.0650803765441011,-0.585011508633235,0.0
147,59.5,5.25,147.0,-0.10140283963925545,-0.4947700945073322,1.0
148,61.25,5.25,148.0,-0.157520173339173,0.320957522525629,0.0
149,63.0,5.25,149.0,-0.08487547293841806,-0.11495407282308516,1.0
150,64.75,5.25,150.0,0.00934520137862789,-0.299396016664908,0.0
151,66.5,5.25,151.0,-0.09680975491970975,-0.012123296516382087,1.0
152,68.25,5.25,152.0,-0.21391069753224898,-0.278543083293069,0.0
153,70.0,5.25,153.0,-0.09392749494802605,0.4312872853335855,1.0
154,71.75,5.25,154.0,0.0299557247892493,0.5461151583295321,0.0
155,73.5,5.25,155.0,-0.08996574308928082,-0.23297429148604837,1.0
156,75.25,5.25,156.0,-0.20555675531967105,-1.30382115364487,0.0
157,77.0,5.25,157.0,-0.09685821092990274,-0.6875366468538398,1.0
158,78.75,5.25,158.0,0.00602143693663895,-0.25091446504246,0.0
159,80.5,5.25,159.0,-0.07998125035747239,-0.15659343260503275,1.0
160,82.25,5.25,160.0,-0.144034499512628,0.17100737371791003,0.0
161,84.0,5.25,161.0,-0.10034052135956055,-0.028599395225942202,1.0
162,85.75,5.25,162.0,-0.0718107724350989,-0.403467478747509,0.0
163,87.5,5.25,163.0,-0.07947058851344033,0.05327752980863128,1.0
164,89.25,5.25,164.0,-0.058332252948321,0.104659440835727,0.0
165,91.0,5.25,165.0,-0.09785898066029797,-0.10038196595425979,1.0
166,92.75,5.25,166.0,-0.15019996975838698,-0.318880786734009,0.0
167,94.5,5.25,167.0,-0.078522785863846,0.3326827725112971,1.0
168,96.25,5.25,168.0,0.023524105338537004,1.61834393588343,0.0
169,98.0,5.25,169.0,-0.09437327723645876,0.7764665796198347,1.0
170,99.75,5.25,170.0,-0.219299130501185,0.7141886014886171,0.0
171,1.75,7.0,171.0,-0.11700216163754455,1.1419209582026346,1.0
172,3.5,7.0,172.0,-0.09040270434740037,0.9654161416212164,1.0
173,5.25,7.0,173.0,-0.06820861508190589,0.6323086963190224,1.0
174,7.0,7.0,174.0,-0.08014238548779123,0.4148168296885571,1.0
175,8.75,7.0,175.0,-0.10208365439760234,0.15044449202045693,1.0
176,10.5,7.0,176.0,-0.09426046657981911,0.2947157871746006,1.0
177,12.25,7.0,177.0,-0.08105572288886971,0.18927157763957175,1.0
178,14.0,7.0,178.0,-0.08287110665114807,-0.01827825928671442,1.0
179,15.75,7.0,179.0,-0.09261690645393916,-0.5378518379522388,1.0
180,17.5,7.0,180.0,-0.09563410277266493,-0.6085344219866481,1.0
181,19.25,7.0,181.0,-0.09604650204101044,-0.49074888037144715,1.0
182,21.0,7.0,182.0,-0.0873590039987654,-0.28452151610105764,1.0
183,22.75,7.0,183.0,-0.07864179691462082,-0.11968271496289828,1.0
184,24.5,7.0,184.0,-0.08538505944871701,-0.4272608391258777,1.0
185,26.25,7.0,185.0,-0.09857886575163151,-0.6206465802820298,1.0
186,28.0,7.0,186.0,-0.08669561646029574,-0.33607428236216125,1.0
187,29.75,7.0,187.0,-0.07203218194838165,-0.014498512646001683,1.0
188,31.5,7.0,188.0,-0.08202559806937676,0.027648200884009506,1.0
189,33.25,7.0,189.0,-0.10085780659894086,-0.24453567660591324,1.0
190,35.0,7.0,190.0,-0.08714607177564139,-0.29064529004854467,1.0
191,36.75,7.0,191.0,-0.07061677138149527,-0.1708205776355376,1.0
192,38.5,7.0,192.0,-0.08063194948011661,0.04915305255513147,1.0
193,40.25,7.0,193.0,-0.10056267593457846,0.26877966088903216,1.0
194,42.0,7.0,194.0,-0.09291643028646672,0.2307237932128526,1.0
195,43.75,7.0,195.0,-0.08061147387076686,0.14716856466338246,1.0
196,45.5,7.0,196.0,-0.07996151059395859,0.08181948193245166,1.0
197,47.25,7.0,197.0,-0.08631654828012399,-0.013173855934383073,1.0
198,49.0,7.0,198.0,-0.08688146416515803,-0.06345803060846128,1.0
199,50.75,7.0,199.0,-0.08902853923040245,-0.1439094579652062,1.0
200,52.5,7.0,200.0,-0.07974827418603135,-0.35744862515155845,1.0
201,54.25,7.0,201.0,-0.07422767999657628,-0.5197853806768089,1.0
202,56.0,7.0,202.0,-0.08531648423989067,-0.48094584419272485,1.0
203,57.75,7.0,203.0,-0.1028880881315466,-0.3661843745929986,1.0
204,59.5,7.0,204.0,-0.08771113045224559,-0.22882346838242282,1.0
205,61.25,7.0,205.0,-0.06966531690672668,-0.18176244646285347,1.0
206,63.0,7.0,206.0,-0.08162072495072135,-0.1929235363610581,1.0
207,64.75,7.0,207.0,-0.10483047423286367,-0.22211220159590167,1.0
208,66.5,7.0,208.0,-0.08974560529052511,-0.2644976893560645,1.0
209,68.25,7.0,209.0,-0.07129396787867379,-0.08150484725679621,1.0
210,70.0,7.0,210.0,-0.08092851665601691,0.10808364422817407,1.0
211,71.75,7.0,211.0,-0.1018368815135235,0.23346132022261729,1.0
212,73.5,7.0,212.0,-0.09579581694476179,-0.007682930655322856,1.0
213,75.25,7.0,213.0,-0.08424587903108363,-0.36713768894021837,1.0
214,77.0,7.0,214.0,-0.08302923502767669,-0.4064478479297265,1.0
215,78.75,7.0,215.0,-0.08766607846573057,-0.34541922069340375,1.0
216,80.5,7.0,216.0,-0.09170711147469061,-0.4554123143332511,1.0
217,82.25,7.0,217.0,-0.09523250544061265,-0.4789096397573752,1.0
218,84.0,7.0,218.0,-0.08268604685608502,-0.6840248114459094,1.0
219,85.75,7.0,219.0,-0.07178135341081662,-0.5004086907865418,1.0
220,87.5,7.0,220.0,-0.08368162642562336,-0.6091377118640121,1.0
221,89.25,7.0,221.0,-0.10308788038076952,-0.4042480962292627,1.0
222,91.0,7.0,222.0,-0.08479804560684705,-0.23777428919371205,1.0
223,92.75,7.0,223.0,-0.06291860368530394,0.08750183550424966,1.0
224,94.5,7.0,224.0,-0.0747495461434406,0.3729827036976033,1.0
225,96.25,7.0,225.0,-0.10025765805194209,0.571372201968177,1.0
226,98.0,7.0,226.0,-0.09149779591897196,0.6177388240844645,1.0
227,99.75,7.0,227.0,-0.07164605809122418,0.594517653152731,1.0
228,1.75,8.75,228.0,-0.262768186393655,2.9658653698332405,0.0
229,3.5,8.75,229.0,-0.08447707638287995,0.9820867122833807,1.0
230,5.25,8.75,230.0,0.11599628554610601,-0.795077604559211,0.0
231,7.0,8.75,231.0,-0.08427301075118768,0.24337166562974769,1.0
232,8.75,8.75,232.0,-0.286926684334745,0.8143659146799129,0.0
233,10.5,8.75,233.0,-0.0929906381080146,0.7093657163289825,1.0
234,12.25,8.75,234.0,0.0993733376609631,2.0980308101303704,0.0
235,14.0,8.75,235.0,-0.07388184211220737,0.4064304691367118,1.0
236,15.75,8.75,236.0,-0.212238812228043,0.30098005515257004,0.0
237,17.5,8.75,237.0,-0.10660593630362877,-0.48384604539939885,1.0
238,19.25,8.75,238.0,-0.0364933580224863,-1.08307514183923,0.0
239,21.0,8.75,239.0,-0.07492556523490186,-0.5968701510155826,1.0
240,22.75,8.75,240.0,-0.0760871651976263,-1.00632250180328,0.0
241,24.5,8.75,241.0,-0.09878637834646553,-0.4418654402183395,1.0
242,26.25,8.75,242.0,-0.155239004419732,-0.035414564917612,0.0
243,28.0,8.75,243.0,-0.07156383213167211,0.060498084129121076,1.0
244,29.75,8.75,244.0,0.0547265079216804,1.30912436085341,0.0
245,31.5,8.75,245.0,-0.09206588563058518,0.36562777182644474,1.0
246,33.25,8.75,246.0,-0.260140349457907,0.7504004866467191,0.0
247,35.0,8.75,247.0,-0.07734297231136851,-0.41879387705113935,1.0
248,36.75,8.75,248.0,0.13204613765714202,-2.13836832761242,0.0
249,38.5,8.75,249.0,-0.07908257835292326,-0.5383220601340856,1.0
250,40.25,8.75,250.0,-0.27564763262556796,-0.7003541088666341,0.0
251,42.0,8.75,251.0,-0.09293132211716836,-0.01254771307887045,1.0
252,43.75,8.75,252.0,0.0850816021315382,-0.009056475292985441,0.0
253,45.5,8.75,253.0,-0.07207773353180905,-0.2502751543752609,1.0
254,47.25,8.75,254.0,-0.19858073704573398,-1.45813348724477,0.0
255,49.0,8.75,255.0,-0.09761441083513014,-0.19682903705159033,1.0
256,50.75,8.75,256.0,-0.0272647654542323,0.694529646494869,0.0
257,52.5,8.75,257.0,-0.06269373421264732,-0.557589858497039,1.0
258,54.25,8.75,258.0,-0.0431994121959942,-2.46133547518649,0.0
259,56.0,8.75,259.0,-0.09763800029177275,-0.7369922621217133,1.0
260,57.75,8.75,260.0,-0.182558336894856,0.14328976404045599,0.0
261,59.5,8.75,261.0,-0.07192796810998323,-0.20494052890497497,1.0
262,61.25,8.75,262.0,0.0831830318354587,-0.391222119127056,0.0
263,63.0,8.75,263.0,-0.08862502079779,-0.29583687783218887,1.0
264,64.75,8.75,264.0,-0.270191619734097,-0.491164085614075,0.0
265,66.5,8.75,265.0,-0.07962759076780371,-0.26858525525497773,1.0
266,68.25,8.75,266.0,0.13792371329714098,-0.28364745245205103,0.0
267,70.0,8.75,267.0,-0.07809080608292325,0.05823749388995743,1.0
268,71.75,8.75,268.0,-0.274318377663543,0.31479480470784305,0.0
269,73.5,8.75,269.0,-0.09784996480494275,0.11395241665478162,1.0
270,75.25,8.75,270.0,0.0669471311281983,0.396326577938989,0.0
271,77.0,8.75,271.0,-0.07449543886930651,-0.1896563781320639,1.0
272,78.75,8.75,272.0,-0.18448313295024,-0.22560371103595997,0.0
273,80.5,8.75,273.0,-0.1038375945659971,-0.68605906323211,1.0
274,82.25,8.75,274.0,-0.0600991444987117,-1.92495043034056,0.0
275,84.0,8.75,275.0,-0.06687957761922486,-1.0055045741304733,1.0
276,85.75,8.75,276.0,-0.0245988378898983,-1.4392292983219799,0.0
277,87.5,8.75,277.0,-0.09584913029265456,-0.8845363142348394,1.0
278,89.25,8.75,278.0,-0.196095953356165,-1.4696577739724,0.0
279,91.0,8.75,279.0,-0.07002274391324544,-0.2524629753998386,1.0
280,92.75,8.75,280.0,0.0967867634628583,0.7618634468919321,0.0
281,94.5,8.75,281.0,-0.08366116615446607,0.3100210412381364,1.0
282,96.25,8.75,282.0,-0.27716678635450204,-0.24361498187128,0.0
283,98.0,8.75,283.0,-0.08439646542498425,0.36193806095042,1.0
284,99.75,8.75,284.0,0.11858597129171901,0.269676607418008,0.0
285,1.75,10.5,285.0,-0.045042381382612,0.7963415203869336,1.0
286,3.5,10.5,286.0,-0.07091775597163118,0.3091167450487016,1.0
287,5.25,10.5,287.0,-0.09700097068100758,0.04078190234126102,1.0
288,7.0,10.5,288.0,-0.09166027956789187,0.055050974094815276,1.0
289,8.75,10.5,289.0,-0.07845492282058222,0.4769212487813907,1.0
290,10.5,10.5,290.0,-0.07021793948739495,0.747134923279039,1.0
291,12.25,10.5,291.0,-0.07272036200551456,0.7565271590910372,1.0
292,14.0,10.5,292.0,-0.07745425598780212,0.5447510639813534,1.0
293,15.75,10.5,293.0,-0.08991079517855463,0.1306359113337171,1.0
294,17.5,10.5,294.0,-0.08179666667454717,-0.2204171131768932,1.0
295,19.25,10.5,295.0,-0.07319589905780852,-0.49125398470749426,1.0
296,21.0,10.5,296.0,-0.08802742796620076,-0.33977890742427547,1.0
297,22.75,10.5,297.0,-0.10782622959521951,-0.23478543870703553,1.0
298,24.5,10.5,298.0,-0.08041422912539138,-0.1870625065866117,1.0
299,26.25,10.5,299.0,-0.04984908599713261,-0.24374826567862903,1.0
300,28.0,10.5,300.0,-0.07076083380712472,0.19194819531688134,1.0
301,29.75,10.5,301.0,-0.10781232918023834,0.5206649740881116,1.0
302,31.5,10.5,302.0,-0.09154803718839051,0.753423942877823,1.0
303,33.25,10.5,303.0,-0.06113916182361083,0.46985158596747983,1.0
304,35.0,10.5,304.0,-0.07079921730683354,-0.2712714050054714,1.0
305,36.75,10.5,305.0,-0.09375980473788745,-0.9112147146648273,1.0
306,38.5,10.5,306.0,-0.08546722976825494,-0.8927197108299962,1.0
307,40.25,10.5,307.0,-0.0711735740077507,-0.4045369486181155,1.0
308,42.0,10.5,308.0,-0.0650428288893488,-0.16940968036133466,1.0
309,43.75,10.5,309.0,-0.0715634443898186,-0.09050214184777258,1.0
310,45.5,10.5,310.0,-0.0836591914217219,-0.13167470426290673,1.0
311,47.25,10.5,311.0,-0.09677999379731961,-0.20155433272415352,1.0
312,49.0,10.5,312.0,-0.07848650493994494,0.13032139608462137,1.0
313,50.75,10.5,313.0,-0.05695412835940107,0.1970414029500948,1.0
314,52.5,10.5,314.0,-0.07192138021994794,-0.20250594719975265,1.0
315,54.25,10.5,315.0,-0.09963150833254483,-0.7921759619369118,1.0
316,56.0,10.5,316.0,-0.08101736477873397,-0.618943441578416,1.0
317,57.75,10.5,317.0,-0.054702717258044,-0.2563153832301842,1.0
318,59.5,10.5,318.0,-0.06886223430929027,-0.21555537662519286,1.0
319,61.25,10.5,319.0,-0.09860553811900956,-0.3655416894865076,1.0
320,63.0,10.5,320.0,-0.08056095328354282,-0.41034044117569474,1.0
321,64.75,10.5,321.0,-0.05626725165112191,-0.3328101979856305,1.0
322,66.5,10.5,322.0,-0.06306452575374126,-0.4339233545677034,1.0
323,68.25,10.5,323.0,-0.08615050826030343,-0.39142547488660895,1.0
324,70.0,10.5,324.0,-0.08137222438441259,-0.38303422177362423,1.0
325,71.75,10.5,325.0,-0.07426708170769569,-0.17260108047473163,1.0
326,73.5,10.5,326.0,-0.06895108515923286,-0.255882710990804,1.0
327,75.25,10.5,327.0,-0.07377270800200816,-0.23121463668963743,1.0
328,77.0,10.5,328.0,-0.081831685295963,-0.10579225548215421,1.0
329,78.75,10.5,329.0,-0.09506392649183427,-0.0741807407874902,1.0
330,80.5,10.5,330.0,-0.07959819112467655,-0.15993574049264717,1.0
331,82.25,10.5,331.0,-0.06276961505444435,-0.5322956019400781,1.0
332,84.0,10.5,332.0,-0.0802387789033873,-0.699992159860797,1.0
333,85.75,10.5,333.0,-0.10624365111991962,-0.888441439895036,1.0
334,87.5,10.5,334.0,-0.08337979836280374,-1.0372978462263627,1.0
335,89.25,10.5,335.0,-0.05183738250972414,-0.9545864615680542,1.0
336,91.0,10.5,336.0,-0.06689942581583953,-0.5219587489720404,1.0
337,92.75,10.5,337.0,-0.09803690487514034,0.04190628639622761,1.0
338,94.5,10.5,338.0,-0.08451780220318834,0.5040246923650975,1.0
339,96.25,10.5,339.0,-0.061676597496002336,0.6348545011989989,1.0
340,98.0,10.5,340.0,-0.07334007050052094,0.8843451752932096,1.0
341,99.75,10.5,341.0,-0.09897408557756779,0.889318253603032,1.0
342,1.75,12.25,342.0,0.21211811862869895,-1.55892752095582,0.0
343,3.5,12.25,343.0,-0.07243525705039937,-0.18965507197504755,1.0
344,5.25,12.25,344.0,-0.36133329584544505,-0.535588006696314,0.0
345,7.0,12.25,345.0,-0.09297469405119974,0.11992361833892962,1.0
346,8.75,12.25,346.0,0.16357599865892802,0.562451973173495,0.0
347,10.5,12.25,347.0,-0.05674039072709654,0.47294183618100877,1.0
348,12.25,12.25,348.0,-0.22588472798091896,-0.17832612341991802,0.0
349,14.0,12.25,349.0,-0.08906865408277642,0.22769040495670775,1.0
350,15.75,12.25,350.0,0.0206268707389081,-0.115135986202651,0.0
351,17.5,12.25,351.0,-0.05808689184509615,-0.1536465289719376,1.0
352,19.25,12.25,352.0,-0.0661579690534785,-0.0720614721063666,0.0
353,21.0,12.25,353.0,-0.10730242738072207,0.014606000796225604,1.0
354,22.75,12.25,354.0,-0.201304611230903,1.2109098069263,0.0
355,24.5,12.25,355.0,-0.05652722838220969,-0.013916660969135863,1.0
356,26.25,12.25,356.0,0.156758014037598,-0.614896900799703,0.0
357,28.0,12.25,357.0,-0.08621236744007753,0.10601889224827236,1.0
358,29.75,12.25,358.0,-0.35939760225349,0.676126458314701,0.0
359,31.5,12.25,359.0,-0.08089913899510655,0.6637333133571335,1.0
360,33.25,12.25,360.0,0.21540143547019697,0.8985996055375519,0.0
361,35.0,12.25,361.0,-0.07678342835471777,-0.20067056633725738,1.0
362,36.75,12.25,362.0,-0.37362039337545394,-1.18931790352102,0.0
363,38.5,12.25,363.0,-0.08935202181283722,-0.65530608556299,1.0
364,40.25,12.25,364.0,0.177260892825161,0.121258849819009,0.0
365,42.0,12.25,365.0,-0.04867317880081242,-0.11088232142772506,1.0
366,43.75,12.25,366.0,-0.212846939542305,-0.0112216861304115,0.0
367,45.5,12.25,367.0,-0.09936349306067363,0.11883757086970315,1.0
368,47.25,12.25,368.0,-0.031967896152202996,1.02914071931376,0.0
369,49.0,12.25,369.0,-0.05657994992078387,0.4139448106687872,1.0
370,50.75,12.25,370.0,-0.0187112263550507,0.9147748677196129,0.0
371,52.5,12.25,371.0,-0.09398465160186131,0.02293561897069602,1.0
372,54.25,12.25,372.0,-0.222705014742362,-0.00245626667956324,0.0
373,56.0,12.25,373.0,-0.05968570426531176,-0.30677630020226965,1.0
374,57.75,12.25,374.0,0.159628083785126,0.136009552413727,0.0
